344,T7Run344 Project Analysis,Reconstruction,255190848,50.20000076,2.400000095
345,T7Run345 Project Analysis,Reconstruction,259094992,51.06000137,2.400000095
346,T7Run346 Project Analysis,Reconstruction,256944832,50.61999893,2.400000095
347,T7Run347 Project Analysis,Reconstruction,259016848,51.74000168,2.410000086
348,T7Run348 Project Analysis,Reconstruction,241544512,50.41999817,2.410000086
349,T7Run349 Project Analysis,Reconstruction,226044624,49.84000015,2.410000086
350,T7Run350 Project Analysis,Reconstruction,188531120,46.70000076,2.410000086
351,T7Run351 Project Analysis,Reconstruction,874969472,89.77999878,2.569999933
352,T7Run352 Project Analysis,Reconstruction,884287232,92.65000153,2.569999933
353,T7Run353 Project Analysis,Reconstruction,879618816,91.15000153,2.569999933
354,T7Run354 Project Analysis,Reconstruction,881630464,95.69000244,2.569999933
355,T7Run355 Project Analysis,Reconstruction,824621120,93.63999939,2.579999924
356,T7Run356 Project Analysis,Reconstruction,774367040,93.61000061,2.579999924
357,T7Run357 Project Analysis,Reconstruction,653770880,88.02999878,2.579999924
358,T7Run358 Project Analysis,Reconstruction,86688800,45.09000015,2.890000105
359,T7Run359 Project Analysis,Reconstruction,88519728,46.31999969,2.890000105
360,T7Run360 Project Analysis,Reconstruction,87376872,45.72000122,2.890000105
361,T7Run361 Project Analysis,Reconstruction,88669680,47.45000076,2.890000105
362,T7Run362 Project Analysis,Reconstruction,82615344,46.13000107,2.890000105
363,T7Run363 Project Analysis,Reconstruction,75509920,44.56999969,2.890000105
364,T7Run364 Project Analysis,Reconstruction,61134112,40.54000092,2.890000105
365,T7Run365 Project Analysis,Reconstruction,566627584,147.3500061,2.99000001
