Run,Run Title,Alternative,NPV,IRR,AVE_IRI
310,T7Run310 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.52999973
311,T7Run311 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.52999973
312,T7Run312 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.52999973
313,T7Run313 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.52999973
314,T7Run314 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.52999973
315,T7Run315 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.52999973
316,T7Run316 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.130000114
317,T7Run317 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.130000114
318,T7Run318 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.130000114
319,T7Run319 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.139999866
320,T7Run320 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.139999866
321,T7Run321 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.139999866
322,T7Run322 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.150000095
323,T7Run323 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.519999981
324,T7Run324 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.53000021
325,T7Run325 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.519999981
326,T7Run326 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.539999962
327,T7Run327 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.570000172
328,T7Run328 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.570000172
329,T7Run329 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.610000134
